c1,160,1785172641,1785172862,0
p80,160,1785172953,1785173174,0
p10,160,1785173269,1785173489,0
c2,160,1785173585,1785173806,0
p40,160,1785173901,1785174122,0
c3,160,1785174219,1785174439,0
c4,160,1785175238,1785175459,0
p80b,160,1785175554,1785175774,0
c5,160,1785175870,1785176090,0
c6,160,1785176322,1785176543,0
p80c,160,1785176634,1785176855,0
