epoch,active,idle,pending,max
1785176311,20.0,0.0,0.0,20.0
1785176312,19.0,1.0,0.0,20.0
1785176313,20.0,0.0,0.0,20.0
1785176314,20.0,0.0,0.0,20.0
1785176315,20.0,0.0,0.0,20.0
1785176316,20.0,0.0,0.0,20.0
1785176317,20.0,0.0,0.0,20.0
1785176318,20.0,0.0,0.0,20.0
1785176319,19.0,1.0,0.0,20.0
1785176320,20.0,0.0,0.0,20.0
1785176321,12.0,8.0,0.0,20.0
1785176322,0.0,20.0,0.0,20.0
1785176323,5.0,15.0,0.0,20.0
1785176324,11.0,9.0,0.0,20.0
1785176325,13.0,7.0,0.0,20.0
1785176326,20.0,0.0,0.0,20.0
1785176328,20.0,0.0,6.0,20.0
1785176329,20.0,0.0,14.0,20.0
1785176330,20.0,0.0,18.0,20.0
1785176331,20.0,0.0,24.0,20.0
1785176332,20.0,0.0,29.0,20.0
1785176333,20.0,0.0,35.0,20.0
1785176334,20.0,0.0,40.0,20.0
1785176335,20.0,0.0,45.0,20.0
1785176336,20.0,0.0,51.0,20.0
1785176337,20.0,0.0,56.0,20.0
1785176338,20.0,0.0,45.0,20.0
1785176339,20.0,0.0,62.0,20.0
1785176340,20.0,0.0,73.0,20.0
1785176341,20.0,0.0,78.0,20.0
1785176342,20.0,0.0,84.0,20.0
1785176343,20.0,0.0,89.0,20.0
1785176344,20.0,0.0,95.0,20.0
1785176345,20.0,0.0,100.0,20.0
1785176346,18.0,2.0,98.0,20.0
1785176347,18.0,2.0,107.0,20.0
1785176348,20.0,0.0,116.0,20.0
1785176349,20.0,0.0,122.0,20.0
1785176350,20.0,0.0,128.0,20.0
1785176351,20.0,1.0,125.0,20.0
1785176352,20.0,0.0,139.0,20.0
1785176353,20.0,0.0,140.0,20.0
1785176354,20.0,0.0,126.0,20.0
1785176355,20.0,0.0,140.0,20.0
1785176356,20.0,0.0,140.0,20.0
1785176357,20.0,0.0,140.0,20.0
1785176358,20.0,0.0,140.0,20.0
1785176359,20.0,0.0,140.0,20.0
1785176361,20.0,0.0,139.0,20.0
1785176362,20.0,0.0,139.0,20.0
1785176363,20.0,0.0,138.0,20.0
1785176364,20.0,0.0,140.0,20.0
1785176365,20.0,0.0,140.0,20.0
1785176366,20.0,0.0,138.0,20.0
1785176367,20.0,0.0,140.0,20.0
1785176368,20.0,0.0,127.0,20.0
1785176369,20.0,0.0,140.0,20.0
1785176370,20.0,0.0,140.0,20.0
1785176371,20.0,0.0,139.0,20.0
1785176372,20.0,0.0,121.0,20.0
1785176373,20.0,0.0,138.0,20.0
1785176374,20.0,0.0,140.0,20.0
1785176375,20.0,0.0,139.0,20.0
1785176376,20.0,0.0,140.0,20.0
1785176377,20.0,0.0,140.0,20.0
1785176378,20.0,0.0,140.0,20.0
1785176379,20.0,0.0,140.0,20.0
1785176380,19.0,1.0,140.0,20.0
1785176381,20.0,0.0,140.0,20.0
1785176382,20.0,0.0,129.0,20.0
1785176383,20.0,0.0,121.0,20.0
1785176384,20.0,0.0,122.0,20.0
1785176385,18.0,2.0,124.0,20.0
1785176386,20.0,0.0,140.0,20.0
1785176387,20.0,0.0,140.0,20.0
1785176388,20.0,0.0,140.0,20.0
1785176389,20.0,0.0,140.0,20.0
1785176390,20.0,0.0,139.0,20.0
1785176391,20.0,0.0,140.0,20.0
1785176392,20.0,0.0,140.0,20.0
1785176393,20.0,0.0,140.0,20.0
1785176395,17.0,3.0,140.0,20.0
1785176396,20.0,0.0,140.0,20.0
1785176397,20.0,0.0,140.0,20.0
1785176398,20.0,0.0,140.0,20.0
1785176399,20.0,0.0,140.0,20.0
1785176400,20.0,0.0,140.0,20.0
1785176401,20.0,0.0,133.0,20.0
1785176402,20.0,0.0,139.0,20.0
1785176403,20.0,0.0,130.0,20.0
1785176404,20.0,0.0,140.0,20.0
1785176405,20.0,0.0,141.0,20.0
1785176406,20.0,0.0,140.0,20.0
1785176407,20.0,0.0,140.0,20.0
1785176408,20.0,0.0,140.0,20.0
1785176409,20.0,0.0,134.0,20.0
1785176410,20.0,0.0,139.0,20.0
1785176411,20.0,0.0,139.0,20.0
1785176412,20.0,0.0,140.0,20.0
1785176413,20.0,0.0,140.0,20.0
1785176414,20.0,0.0,140.0,20.0
1785176415,20.0,0.0,140.0,20.0
1785176416,20.0,0.0,140.0,20.0
1785176417,20.0,0.0,140.0,20.0
1785176418,20.0,0.0,135.0,20.0
1785176419,20.0,0.0,139.0,20.0
1785176420,20.0,0.0,134.0,20.0
1785176421,20.0,0.0,139.0,20.0
1785176422,20.0,0.0,139.0,20.0
1785176423,20.0,0.0,140.0,20.0
1785176424,20.0,0.0,140.0,20.0
1785176425,20.0,0.0,140.0,20.0
1785176426,20.0,0.0,140.0,20.0
1785176427,20.0,0.0,140.0,20.0
1785176428,17.0,3.0,140.0,20.0
1785176430,20.0,0.0,140.0,20.0
1785176431,20.0,0.0,139.0,20.0
1785176432,20.0,0.0,140.0,20.0
1785176433,20.0,0.0,140.0,20.0
1785176434,20.0,0.0,140.0,20.0
1785176435,20.0,0.0,137.0,20.0
1785176436,20.0,0.0,140.0,20.0
1785176437,20.0,0.0,140.0,20.0
1785176438,20.0,0.0,140.0,20.0
1785176439,20.0,0.0,139.0,20.0
1785176440,16.0,4.0,139.0,20.0
1785176441,20.0,0.0,140.0,20.0
1785176442,20.0,0.0,140.0,20.0
1785176443,20.0,0.0,139.0,20.0
1785176444,20.0,0.0,136.0,20.0
1785176445,20.0,0.0,139.0,20.0
1785176446,20.0,0.0,140.0,20.0
1785176447,19.0,1.0,139.0,20.0
1785176448,20.0,0.0,140.0,20.0
1785176449,20.0,0.0,140.0,20.0
1785176450,20.0,0.0,135.0,20.0
1785176451,20.0,0.0,140.0,20.0
1785176452,20.0,0.0,140.0,20.0
1785176453,20.0,0.0,140.0,20.0
1785176454,20.0,0.0,140.0,20.0
1785176455,20.0,0.0,140.0,20.0
1785176456,20.0,0.0,129.0,20.0
1785176457,20.0,0.0,140.0,20.0
1785176458,20.0,0.0,140.0,20.0
1785176459,20.0,0.0,140.0,20.0
1785176460,20.0,0.0,140.0,20.0
1785176461,20.0,0.0,140.0,20.0
1785176462,20.0,0.0,140.0,20.0
1785176464,20.0,0.0,140.0,20.0
1785176465,20.0,0.0,140.0,20.0
1785176466,19.0,1.0,130.0,20.0
1785176467,20.0,0.0,139.0,20.0
1785176468,20.0,0.0,140.0,20.0
1785176469,20.0,0.0,140.0,20.0
1785176470,20.0,0.0,140.0,20.0
1785176471,20.0,0.0,140.0,20.0
1785176472,20.0,0.0,140.0,20.0
1785176473,20.0,0.0,140.0,20.0
1785176474,20.0,0.0,140.0,20.0
1785176475,20.0,0.0,140.0,20.0
1785176476,20.0,0.0,140.0,20.0
1785176477,20.0,0.0,140.0,20.0
1785176478,20.0,0.0,140.0,20.0
1785176479,20.0,0.0,140.0,20.0
1785176480,20.0,0.0,126.0,20.0
1785176481,20.0,0.0,140.0,20.0
1785176482,20.0,0.0,140.0,20.0
1785176483,20.0,0.0,140.0,20.0
1785176484,20.0,0.0,140.0,20.0
1785176485,20.0,0.0,139.0,20.0
1785176486,20.0,0.0,140.0,20.0
1785176487,20.0,0.0,139.0,20.0
1785176488,20.0,0.0,140.0,20.0
1785176489,20.0,0.0,121.0,20.0
1785176490,20.0,0.0,139.0,20.0
1785176491,20.0,0.0,140.0,20.0
1785176492,20.0,0.0,139.0,20.0
1785176493,20.0,0.0,140.0,20.0
1785176494,20.0,0.0,140.0,20.0
1785176495,20.0,0.0,140.0,20.0
1785176496,20.0,0.0,140.0,20.0
1785176497,20.0,0.0,140.0,20.0
1785176499,20.0,0.0,140.0,20.0
1785176500,20.0,0.0,140.0,20.0
1785176501,20.0,0.0,140.0,20.0
1785176502,20.0,0.0,140.0,20.0
1785176503,20.0,0.0,139.0,20.0
1785176504,20.0,0.0,140.0,20.0
1785176505,20.0,0.0,140.0,20.0
1785176506,20.0,0.0,140.0,20.0
1785176507,19.0,1.0,140.0,20.0
1785176508,20.0,0.0,140.0,20.0
1785176509,20.0,0.0,139.0,20.0
1785176510,20.0,0.0,140.0,20.0
1785176511,20.0,0.0,140.0,20.0
1785176512,20.0,0.0,140.0,20.0
1785176513,20.0,0.0,140.0,20.0
1785176514,20.0,0.0,140.0,20.0
1785176515,20.0,0.0,140.0,20.0
1785176516,20.0,0.0,140.0,20.0
1785176517,20.0,0.0,140.0,20.0
1785176518,20.0,0.0,140.0,20.0
1785176519,20.0,0.0,140.0,20.0
1785176520,20.0,0.0,125.0,20.0
1785176521,20.0,0.0,123.0,20.0
1785176522,20.0,0.0,140.0,20.0
1785176523,20.0,0.0,140.0,20.0
1785176524,20.0,0.0,140.0,20.0
1785176525,20.0,0.0,140.0,20.0
1785176526,20.0,0.0,140.0,20.0
1785176527,20.0,0.0,140.0,20.0
1785176528,20.0,0.0,136.0,20.0
1785176529,20.0,0.0,140.0,20.0
1785176530,20.0,0.0,140.0,20.0
1785176531,20.0,0.0,139.0,20.0
1785176532,20.0,0.0,138.0,20.0
1785176534,20.0,0.0,121.0,20.0
1785176535,20.0,0.0,106.0,20.0
1785176536,20.0,0.0,89.0,20.0
1785176537,20.0,0.0,72.0,20.0
1785176538,20.0,0.0,56.0,20.0
1785176539,16.0,4.0,35.0,20.0
1785176540,20.0,0.0,22.0,20.0
1785176541,20.0,0.0,0.0,20.0
1785176542,10.0,10.0,0.0,20.0
1785176543,0.0,20.0,0.0,20.0
1785176544,0.0,20.0,0.0,20.0
1785176545,0.0,20.0,0.0,20.0
1785176546,0.0,20.0,0.0,20.0
1785176547,0.0,20.0,0.0,20.0
1785176548,0.0,20.0,0.0,20.0
1785176549,0.0,20.0,0.0,20.0
1785176550,0.0,20.0,0.0,20.0
1785176551,0.0,20.0,0.0,20.0
1785176552,0.0,20.0,0.0,20.0
1785176553,0.0,20.0,0.0,20.0
1785176554,0.0,20.0,0.0,20.0
1785176555,0.0,20.0,0.0,20.0
1785176556,0.0,20.0,0.0,20.0
1785176557,0.0,20.0,0.0,20.0
1785176558,0.0,20.0,0.0,20.0
1785176562,0.0,17.0,0.0,80.0
1785176563,0.0,48.0,0.0,80.0
1785176564,0.0,77.0,0.0,80.0
1785176565,0.0,80.0,0.0,80.0
1785176566,0.0,80.0,0.0,80.0
1785176568,0.0,80.0,0.0,80.0
1785176569,0.0,80.0,0.0,80.0
1785176570,0.0,80.0,0.0,80.0
1785176571,0.0,80.0,0.0,80.0
1785176572,0.0,80.0,0.0,80.0
1785176573,0.0,80.0,0.0,80.0
1785176574,0.0,80.0,0.0,80.0
1785176575,12.0,68.0,0.0,80.0
1785176576,18.0,62.0,0.0,80.0
1785176577,14.0,66.0,0.0,80.0
1785176578,14.0,66.0,0.0,80.0
1785176579,15.0,65.0,0.0,80.0
1785176580,17.0,65.0,0.0,80.0
1785176581,19.0,60.0,0.0,80.0
1785176582,14.0,66.0,0.0,80.0
1785176583,20.0,60.0,0.0,80.0
1785176584,17.0,63.0,0.0,80.0
1785176585,12.0,68.0,0.0,80.0
1785176586,20.0,60.0,0.0,80.0
1785176587,20.0,60.0,0.0,80.0
1785176588,20.0,60.0,0.0,80.0
1785176589,20.0,60.0,0.0,80.0
1785176590,20.0,60.0,0.0,80.0
1785176592,20.0,60.0,0.0,80.0
1785176593,16.0,66.0,0.0,80.0
1785176594,20.0,60.0,0.0,80.0
1785176595,20.0,60.0,0.0,80.0
1785176596,20.0,60.0,0.0,80.0
1785176597,20.0,60.0,0.0,80.0
1785176598,19.0,61.0,0.0,80.0
1785176599,20.0,60.0,0.0,80.0
1785176600,20.0,60.0,0.0,80.0
1785176601,10.0,70.0,0.0,80.0
1785176602,20.0,60.0,0.0,80.0
1785176603,20.0,60.0,0.0,80.0
1785176604,20.0,60.0,0.0,80.0
1785176605,20.0,60.0,0.0,80.0
1785176606,20.0,60.0,0.0,80.0
1785176607,20.0,60.0,0.0,80.0
1785176608,19.0,61.0,0.0,80.0
1785176609,19.0,61.0,0.0,80.0
1785176610,20.0,60.0,0.0,80.0
1785176611,18.0,62.0,0.0,80.0
1785176612,14.0,66.0,0.0,80.0
1785176613,20.0,60.0,0.0,80.0
1785176614,16.0,64.0,0.0,80.0
1785176615,12.0,68.0,0.0,80.0
1785176616,20.0,60.0,0.0,80.0
1785176617,20.0,60.0,0.0,80.0
1785176618,19.0,61.0,0.0,80.0
1785176619,2.0,78.0,0.0,80.0
1785176620,5.0,74.0,0.0,80.0
1785176621,20.0,60.0,0.0,80.0
1785176622,19.0,61.0,0.0,80.0
1785176623,11.0,70.0,0.0,80.0
1785176625,19.0,61.0,0.0,80.0
1785176626,20.0,60.0,0.0,80.0
1785176627,20.0,60.0,0.0,80.0
1785176628,20.0,60.0,0.0,80.0
1785176629,20.0,60.0,0.0,80.0
1785176630,20.0,60.0,0.0,80.0
1785176631,16.0,66.0,0.0,80.0
1785176632,20.0,60.0,0.0,80.0
1785176633,20.0,60.0,0.0,80.0
1785176634,20.0,60.0,0.0,80.0
1785176635,3.0,77.0,0.0,80.0
1785176636,8.0,72.0,0.0,80.0
1785176637,14.0,66.0,0.0,80.0
1785176638,19.0,61.0,0.0,80.0
1785176639,11.0,69.0,0.0,80.0
1785176640,16.0,64.0,0.0,80.0
1785176641,32.0,48.0,0.0,80.0
1785176642,33.0,47.0,0.0,80.0
1785176643,43.0,37.0,0.0,80.0
1785176644,41.0,39.0,0.0,80.0
1785176645,49.0,31.0,0.0,80.0
1785176646,63.0,17.0,0.0,80.0
1785176647,69.0,11.0,0.0,80.0
1785176648,75.0,5.0,0.0,80.0
1785176649,53.0,27.0,0.0,80.0
1785176650,80.0,0.0,6.0,80.0
1785176651,80.0,0.0,11.0,80.0
1785176652,80.0,0.0,17.0,80.0
1785176653,80.0,0.0,22.0,80.0
1785176655,78.0,2.0,14.0,80.0
1785176656,80.0,0.0,7.0,80.0
1785176657,77.0,3.0,14.0,80.0
1785176658,78.0,1.0,18.0,80.0
1785176659,80.0,0.0,50.0,80.0
1785176660,79.0,2.0,29.0,80.0
1785176661,80.0,0.0,60.0,80.0
1785176662,80.0,0.0,49.0,80.0
1785176663,80.0,0.0,73.0,80.0
1785176664,80.0,0.0,78.0,80.0
1785176665,80.0,0.0,80.0,80.0
1785176666,80.0,0.0,80.0,80.0
1785176667,79.0,1.0,81.0,80.0
1785176668,80.0,0.0,80.0,80.0
1785176669,80.0,0.0,80.0,80.0
1785176670,80.0,0.0,80.0,80.0
1785176671,80.0,0.0,80.0,80.0
1785176672,80.0,0.0,80.0,80.0
1785176673,80.0,0.0,81.0,80.0
1785176674,80.0,0.0,80.0,80.0
1785176675,80.0,0.0,80.0,80.0
1785176676,80.0,0.0,80.0,80.0
1785176677,80.0,0.0,80.0,80.0
1785176678,80.0,0.0,80.0,80.0
1785176679,80.0,0.0,80.0,80.0
1785176681,77.0,3.0,73.0,80.0
1785176682,80.0,0.0,80.0,80.0
1785176683,80.0,0.0,80.0,80.0
1785176684,80.0,0.0,79.0,80.0
1785176685,80.0,0.0,80.0,80.0
1785176686,80.0,0.0,80.0,80.0
1785176687,80.0,0.0,79.0,80.0
1785176688,80.0,0.0,80.0,80.0
1785176689,80.0,0.0,80.0,80.0
1785176690,80.0,0.0,80.0,80.0
1785176691,80.0,0.0,80.0,80.0
1785176692,80.0,0.0,80.0,80.0
1785176693,80.0,0.0,72.0,80.0
1785176694,80.0,0.0,68.0,80.0
1785176695,80.0,0.0,74.0,80.0
1785176696,80.0,0.0,80.0,80.0
1785176697,79.0,1.0,35.0,80.0
1785176698,80.0,1.0,71.0,80.0
1785176699,79.0,1.0,71.0,80.0
1785176700,80.0,0.0,80.0,80.0
1785176701,80.0,0.0,80.0,80.0
1785176702,80.0,0.0,78.0,80.0
1785176703,80.0,0.0,80.0,80.0
1785176704,80.0,0.0,80.0,80.0
1785176705,80.0,0.0,80.0,80.0
1785176706,80.0,0.0,80.0,80.0
1785176708,80.0,0.0,79.0,80.0
1785176709,80.0,0.0,80.0,80.0
1785176710,80.0,0.0,80.0,80.0
1785176711,80.0,0.0,80.0,80.0
1785176712,80.0,0.0,77.0,80.0
1785176713,80.0,0.0,80.0,80.0
1785176714,80.0,0.0,78.0,80.0
1785176715,80.0,0.0,78.0,80.0
1785176716,80.0,0.0,80.0,80.0
1785176717,80.0,0.0,80.0,80.0
1785176718,80.0,0.0,80.0,80.0
1785176719,80.0,0.0,80.0,80.0
1785176720,80.0,0.0,47.0,80.0
1785176721,80.0,0.0,80.0,80.0
1785176722,80.0,0.0,80.0,80.0
1785176723,80.0,0.0,70.0,80.0
1785176724,80.0,0.0,80.0,80.0
1785176725,80.0,0.0,30.0,80.0
1785176726,78.0,2.0,65.0,80.0
1785176727,80.0,0.0,70.0,80.0
1785176728,78.0,2.0,34.0,80.0
1785176729,79.0,1.0,75.0,80.0
1785176730,80.0,0.0,78.0,80.0
1785176731,79.0,1.0,79.0,80.0
1785176733,80.0,0.0,71.0,80.0
1785176734,80.0,0.0,42.0,80.0
1785176735,80.0,0.0,50.0,80.0
1785176736,80.0,0.0,80.0,80.0
1785176737,80.0,0.0,80.0,80.0
1785176738,80.0,0.0,80.0,80.0
1785176739,80.0,0.0,80.0,80.0
1785176740,80.0,0.0,80.0,80.0
1785176741,80.0,0.0,39.0,80.0
1785176742,80.0,0.0,67.0,80.0
1785176743,80.0,0.0,48.0,80.0
1785176744,80.0,0.0,80.0,80.0
1785176745,80.0,0.0,80.0,80.0
1785176746,80.0,0.0,80.0,80.0
1785176747,80.0,0.0,80.0,80.0
1785176748,80.0,0.0,80.0,80.0
1785176749,80.0,0.0,80.0,80.0
1785176750,80.0,0.0,80.0,80.0
1785176751,80.0,0.0,80.0,80.0
1785176752,78.0,2.0,51.0,80.0
1785176753,80.0,0.0,80.0,80.0
1785176754,80.0,0.0,54.0,80.0
1785176755,80.0,0.0,80.0,80.0
1785176756,80.0,0.0,80.0,80.0
1785176757,80.0,0.0,68.0,80.0
1785176758,80.0,0.0,80.0,80.0
1785176760,80.0,0.0,80.0,80.0
1785176761,80.0,0.0,80.0,80.0
1785176762,80.0,0.0,80.0,80.0
1785176763,80.0,0.0,69.0,80.0
1785176764,80.0,0.0,80.0,80.0
1785176765,80.0,0.0,80.0,80.0
1785176766,80.0,0.0,80.0,80.0
1785176767,80.0,0.0,79.0,80.0
1785176768,80.0,0.0,71.0,80.0
1785176769,80.0,0.0,80.0,80.0
1785176770,80.0,0.0,80.0,80.0
1785176771,80.0,0.0,80.0,80.0
1785176772,80.0,0.0,80.0,80.0
1785176773,80.0,0.0,80.0,80.0
1785176774,80.0,0.0,80.0,80.0
1785176775,80.0,0.0,79.0,80.0
1785176776,80.0,0.0,80.0,80.0
1785176777,80.0,0.0,80.0,80.0
1785176778,80.0,0.0,80.0,80.0
1785176779,80.0,0.0,80.0,80.0
1785176780,80.0,0.0,80.0,80.0
1785176781,80.0,0.0,80.0,80.0
1785176782,80.0,0.0,64.0,80.0
1785176783,80.0,0.0,80.0,80.0
1785176784,80.0,0.0,80.0,80.0
1785176785,80.0,0.0,80.0,80.0
1785176786,80.0,0.0,80.0,80.0
1785176787,80.0,0.0,79.0,80.0
1785176788,80.0,0.0,44.0,80.0
1785176790,80.0,0.0,80.0,80.0
1785176791,80.0,0.0,80.0,80.0
1785176792,80.0,0.0,80.0,80.0
1785176793,80.0,0.0,80.0,80.0
1785176794,80.0,0.0,80.0,80.0
1785176795,80.0,0.0,80.0,80.0
1785176796,80.0,0.0,80.0,80.0
1785176797,80.0,0.0,80.0,80.0
1785176798,80.0,0.0,80.0,80.0
1785176799,80.0,0.0,80.0,80.0
1785176800,80.0,0.0,80.0,80.0
1785176801,80.0,0.0,63.0,80.0
1785176802,80.0,0.0,80.0,80.0
1785176803,80.0,0.0,80.0,80.0
1785176804,76.0,4.0,65.0,80.0
1785176805,80.0,0.0,80.0,80.0
1785176806,80.0,0.0,80.0,80.0
1785176807,80.0,0.0,80.0,80.0
1785176808,80.0,0.0,80.0,80.0
1785176809,78.0,2.0,77.0,80.0
1785176810,80.0,0.0,80.0,80.0
1785176811,80.0,0.0,46.0,80.0
1785176812,80.0,0.0,80.0,80.0
1785176813,80.0,0.0,80.0,80.0
1785176814,80.0,0.0,80.0,80.0
1785176815,80.0,0.0,80.0,80.0
1785176816,80.0,0.0,80.0,80.0
1785176817,80.0,0.0,80.0,80.0
1785176818,80.0,0.0,80.0,80.0
1785176819,80.0,0.0,80.0,80.0
1785176820,80.0,0.0,67.0,80.0
1785176822,80.0,0.0,80.0,80.0
1785176823,80.0,0.0,80.0,80.0
1785176824,80.0,0.0,80.0,80.0
1785176825,80.0,0.0,80.0,80.0
1785176826,80.0,0.0,80.0,80.0
1785176827,80.0,0.0,80.0,80.0
1785176828,80.0,0.0,80.0,80.0
1785176829,80.0,0.0,80.0,80.0
1785176830,80.0,0.0,80.0,80.0
1785176831,80.0,0.0,80.0,80.0
1785176832,80.0,0.0,80.0,80.0
1785176833,80.0,0.0,80.0,80.0
1785176834,80.0,0.0,80.0,80.0
1785176835,80.0,0.0,79.0,80.0
1785176836,80.0,0.0,80.0,80.0
1785176837,80.0,0.0,80.0,80.0
1785176838,80.0,0.0,80.0,80.0
1785176839,80.0,0.0,59.0,80.0
1785176840,80.0,0.0,80.0,80.0
1785176841,80.0,0.0,68.0,80.0
1785176842,80.0,0.0,80.0,80.0
1785176843,80.0,0.0,79.0,80.0
1785176844,80.0,0.0,36.0,80.0
1785176845,80.0,0.0,44.0,80.0
1785176846,80.0,0.0,46.0,80.0
1785176847,80.0,0.0,29.0,80.0
1785176848,70.0,10.0,0.0,80.0
1785176850,76.0,4.0,0.0,80.0
1785176851,59.0,21.0,0.0,80.0
1785176852,43.0,37.0,0.0,80.0
1785176853,26.0,54.0,0.0,80.0
1785176854,10.0,70.0,0.0,80.0
1785176855,0.0,80.0,0.0,80.0
1785176856,0.0,80.0,0.0,80.0
1785176857,0.0,80.0,0.0,80.0
1785176858,0.0,80.0,0.0,80.0
1785176859,0.0,80.0,0.0,80.0
1785176860,0.0,80.0,0.0,80.0
1785176861,0.0,80.0,0.0,80.0
1785176862,0.0,80.0,0.0,80.0
1785176863,0.0,80.0,0.0,80.0
1785176864,0.0,80.0,0.0,80.0
1785176865,0.0,80.0,0.0,80.0
1785176866,0.0,80.0,0.0,80.0
1785176867,0.0,80.0,0.0,80.0
1785176868,0.0,80.0,0.0,80.0
1785176869,0.0,80.0,0.0,80.0
1785176870,0.0,80.0,0.0,80.0
1785176871,0.0,80.0,0.0,80.0
1785176872,0.0,80.0,0.0,80.0
1785176873,0.0,80.0,0.0,80.0
1785176874,0.0,80.0,0.0,80.0
1785176875,0.0,80.0,0.0,80.0
1785176876,0.0,80.0,0.0,80.0
1785176877,0.0,80.0,0.0,80.0
1785176878,0.0,80.0,0.0,80.0
1785176879,0.0,80.0,0.0,80.0
1785176880,0.0,80.0,0.0,80.0
1785176881,0.0,80.0,0.0,80.0
1785176882,0.0,80.0,0.0,80.0
1785176883,0.0,80.0,0.0,80.0
1785176884,0.0,80.0,0.0,80.0
1785176885,0.0,80.0,0.0,80.0
1785176886,0.0,80.0,0.0,80.0
1785176887,0.0,80.0,0.0,80.0
1785176888,0.0,80.0,0.0,80.0
1785176889,0.0,80.0,0.0,80.0
1785176890,0.0,80.0,0.0,80.0
1785176891,0.0,80.0,0.0,80.0
1785176892,0.0,80.0,0.0,80.0
1785176894,0.0,80.0,0.0,80.0
1785176895,0.0,80.0,0.0,80.0
1785176896,0.0,80.0,0.0,80.0
1785176897,0.0,80.0,0.0,80.0
1785176898,0.0,80.0,0.0,80.0
1785176899,0.0,80.0,0.0,80.0
1785176900,0.0,80.0,0.0,80.0
1785176901,0.0,80.0,0.0,80.0
1785176902,0.0,80.0,0.0,80.0
1785176903,0.0,80.0,0.0,80.0
1785176904,0.0,80.0,0.0,80.0
1785176905,0.0,80.0,0.0,80.0
1785176906,0.0,80.0,0.0,80.0
1785176907,0.0,80.0,0.0,80.0
1785176908,0.0,80.0,0.0,80.0
1785176909,0.0,80.0,0.0,80.0
1785176910,0.0,80.0,0.0,80.0
1785176911,0.0,80.0,0.0,80.0
1785176912,0.0,80.0,0.0,80.0
1785176913,0.0,80.0,0.0,80.0
1785176914,0.0,80.0,0.0,80.0
